NAME,BRANCH,ADDRESS_EN,ADDRESS_TH,INDUSTRY,PHONE,FAX,WEB_SITE,GROUP_OF_COMPANY
Dow Corning (Thailand) Limited,,"177/1 Bangkok Union Insurance Building, 17th Fl., Surawong Rd., Suriyawong, Bangrak, Bangkok 10500",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 6346700,02 6346798-9,www.dowcorning.com,
Dow Corning (Thailand) Limited,,"177/1 Bangkok Union Insurance Building, 17th Fl., Surawong Rd., Suriyawong, Bangrak, Bangkok 10500",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 6346700,02 6346799,www.dowcorning.com,
Driessen Air Cargo Equipment Limited,,139/2-3 Moo 17- Bangplee Industrial Estate - T. Bangsaothong - A. Bangsaothong - Samutprakarn - 10540-Thailand,,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 3303002-6,02 3151160,,
Driessen Air Cargo Equipment Limited,,139/2-3 Moo 17- Bangplee Industrial Estate - T. Bangsaothong - A. Bangsaothong - Samutprakarn - 10540-Thailand,,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 3303002-6,02 3151160,www.zodiacaerospace.com,
Du Pont (Thailand) Limited,,"6-7th Fl., M. Thai Tower All Seasons Place, 87 Wireless Rd., Lumpini, Phatumwan, Bangkok 10330 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 6594000,,http://www2.dupont.com/Our_Company/en_TH/glance/offices/index.html,Dupont Group
Du Pont (Thailand) Limited,,"6-7th Fl., M. Thai Tower All Seasons Place, 87 Wireless Rd., Lumpini, Phatumwan, Bangkok 10330 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 6594000,,http://www2.dupont.com/Our_Company/en_TH/glance/offices/index.html,Dupont Group
Du Pont (Thailand) Limited,,"6-7th Fl., M. Thai Tower All Seasons Place, 87 Wireless Rd., Lumpini, Phatumwan, Bangkok 10330 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 6594000,,http://www2.dupont.com/Our_Company/en_TH/glance/offices/index.html,Dupont Group
Du Pont (Thailand) Limited,,"6-7th Fl., M. Thai Tower All Seasons Place, 87 Wireless Rd., Lumpini, Phatumwan, Bangkok 10330 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 6594000,,http://www2.dupont.com/Our_Company/en_TH/glance/offices/index.html,Dupont Group
Du Pont (Thailand) Limited,,"6-7th Fl., M. Thai Tower All Seasons Place, 87 Wireless Rd., Lumpini, Phatumwan, Bangkok 10330 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 6594000,,http://www2.dupont.com/Our_Company/en_TH/glance/offices/index.html,Dupont Group
Du Pont (Thailand) Limited,,"6-7th Fl., M. Thai Tower All Seasons Place, 87 Wireless Rd., Lumpini, Phatumwan, Bangkok 10330 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 6594000,,http://www2.dupont.com/Our_Company/en_TH/glance/offices/index.html,Dupont Group
Du Pont (Thailand) Limited,,"6-7th Fl., M. Thai Tower All Seasons Place, 87 Wireless Rd., Lumpini, Phatumwan, Bangkok 10330 Thailand",,Food & Beverage,02 6594000,02 6594001,,Dupont Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
Dumex Limited,(Head Office),"359 Moo 17, Theparak Rd., Bangsaothong, Samutprakarn 10540",,Food & Beverage,02 7403300,02 7403499,http://www.dumex.co.th/Pages/AboutUs.aspx,Danone Group
"Dunlop Tire (Thailand) Co., Ltd.",,"579 Ladkrabang Rd., Keang Ladkrabang Khet Ladkrabang, Bangkok 10520",,Automotive ,02 3290111,,,
"Dunlop Tire (Thailand) Co., Ltd.",,"579 Ladkrabang Rd., Keang Ladkrabang Khet Ladkrabang, Bangkok 10520",,Automotive ,02 3290111,,,
"Dutch Mill Co., Ltd.",,"137/6 Moo 1, Phutthamonthon 8th Rd., Khun Kaew, Nakhonchaisi, Nakhon Pathom 73120",,Food & Beverage,034 232224,(6634) 339027,,
"Dutch Mill Co., Ltd.",,"137/6 Moo 1, Phutthamonthon 8th Rd., Khun Kaew, Nakhonchaisi, Nakhon Pathom 73120",,Food & Beverage,034 232224,(6634) 339027,,
"Dutch Mill Co., Ltd.",,"137/6 M.1 ,Buddhamonton 8th Rd., Naornchaisri,Nakornpathom 73120",,Food & Beverage,034 339020,,,
"DUTCH MILL Co., Ltd.",,"137/6 Moo 1, Phutthamonthon 8th Rd., Khun Kaew, Nakhonchaisi, Nakhon Pathom 73120",,Food & Beverage,034 339020,,,
"Dutch Mill Co., Ltd.",,"137/6 M.1 ,Buddhamonton 8th Rd., Naornchaisri,Nakornpathom 73120",,Food & Beverage,034 339020,,,
"Eason Paint Public Co., Ltd.",,"312 Soi Phaholyothin 32, Chankasem, Chatuchak, Bankok 10900 ",,"Chemical, Petrochemical, Petroleum, Oil & Gas","02 9416931, 02 5790501",02 9416930,http://www.easonpaint.co.th,
"Eason Paint Public Co., Ltd.",,"312 Soi Phaholyothin 32, Chankasem, Chatuchak, Bankok 10900 ",,"Chemical, Petrochemical, Petroleum, Oil & Gas","02 9416931, 02 5790501",02 9416930,http://www.easonpaint.co.th,
"Eason Paint Public Co., Ltd.",(Head and Factory),"7/1-2 Moo 1 Panthong, Pantong, Chonburi 20160",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 451833,038 451825,http://www.easonpaint.co.th,
"Eastern Sea Laem Chabang Terminal Co., Ltd.",(Head Office),"Module B, No. 33/4, Moo 1 Chaokhun Thaharn Rd., Klong Sam Pravet Sub-District Lat Krabang District, Bangkok 10520",,Tranaport & Logistic,02 7379701,,http://www.esco.co.th/,EastWater Group
"Eastern Sea Laem Chabang Terminal Co., Ltd.",(Head Office),"Laem Chabang Port, B3., Toong Sukhla Sriracha, Chonburi 20230",,Tranaport & Logistic,033 005678,,http://www.esco.co.th/,EastWater Group
"Eastern Sea Laem Chabang Terminal Co., Ltd.",(Laem Chabang Port),"Laem Chabang Port, B3., Toong Sukhla, Sriracha, Chonburi 20230 Thailand ",,Tranaport & Logistic,"038 491255, 033 005678",038 491248,http://www.esco.co.th,
"Eastern Sea Laem Chabang Terminal Co., Ltd.",(Laem Chabang Port),"Laem Chabang Port, B3., Toong Sukhla, Sriracha, Chonburi 20230 Thailand ",,Tranaport & Logistic,"038 491255, 033 005678",038 491248,http://www.esco.co.th,
"Eastern Water Resources Development and Management Public Co., Ltd.",(Head Office),"East Water Building 23rd-26th Fl., Vipavadeerangsit Soi 5, Vipavadeerangsit Rd., Jomphol, Jatujak, Bangkok 10900",,Energy & Utilities,02 2721600,,http://www.eastwater.com,EastWater Group
"Eastern Water Resources Development and Management Public Co., Ltd.",(Head Office),"East Water Building 23rd-26th Fl., Vipavadeerangsit Soi 5, Vipavadeerangsit Rd., Jomphol, Jatujak, Bangkok 10900",,Energy & Utilities,02 2721600,,http://www.eastwater.com,EastWater Group
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,www.ecco.com,
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,,
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,www.ecco.com,
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,www.ecco.com,
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,www.ecco.com,
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,www.ecco.com,
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,www.ecco.com,
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,,
"ECCO (Thailand) Co., Ltd.",(Head Office),"113 Moo 4, T.Bangprakru, A.Nakornluang, Ayutthaya, Thailand 13260",,Consumer Product,035 716601,,www.ecco.com,
"ECCO Tannery (Thailand) Co., Ltd.",(Head Office),"113/9 Moo 4, Tambon Bangprakru, Amphur Nakorn-Luang, Ayutthaya 13260 Thailand",,Consumer Product,035 716584-5,,"www.ecco.com, www.eccoleather.com",
"ECCO Tannery (Thailand) Co., Ltd.",(Head Office),"113/9 Moo 4, Tambon Bangprakru, Amphur Nakorn-Luang, Ayutthaya 13260 Thailand",,Consumer Product,035 716584-5,,"www.ecco.com, www.eccoleather.com",
"ECCO Tannery (Thailand) Co., Ltd.",(Head Office),"113/9 Moo 4, Tambon Bangprakru, Amphur Nakorn-Luang, Ayutthaya 13260 Thailand",,Consumer Product,035 716584-5,,"www.ecco.com, www.eccoleather.com",
"ECCO Tannery (Thailand) Co., Ltd.",(Head Office),"113/9 Moo 4, Tambon Bangprakru, Amphur Nakorn-Luang, Ayutthaya 13260 Thailand",,Consumer Product,035 716584-5,,"www.ecco.com, www.eccoleather.com",
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9371124-9,02 9371130,www.poethai.com,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",056 718318,,,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",056 718318,,,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",056 718318,,,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",056 718318,,,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",056 718318,,,
ECO Orient Energy (Thailand) Limited,(Head Office),"555 Rasa Tower II, 12 th Fl., Unit 1203 Phaholyothin Rd., Kwang Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",056 718318,,,
ECO Orient Resources (Thailand) Limited,(Head Office),"Rasa Tower 2, Room No. 1203, 12th Fl., 555 Phahon Yothin Rd., Chatuchak, Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",056 718318,,,
"Ek-Chai Distribution System Co., Ltd.",,"629/1 Moo 10, Nawamintr Rd., Klongkoom, Buengkoom, Bangkok 10230, Thailand",,Food & Beverage,02 7979000,(662) 7979815,www.tescolotus.com,
"Ek-Chai Distribution System Co., Ltd.",,"629/1 Moo 10, Nawamintr Rd., Klongkoom, Buengkoom, Bangkok 10230, Thailand",,Food & Beverage,02 7979000,,,
"Ek-Chai Distribution System Co., Ltd.",,"629/1 Moo 10, Nawamintr Rd., Klongkoom, Buengkoom, Bangkok 10230, Thailand",,Food & Beverage,02 7979000,,,
"Ek-Chai Distribution System Co., Ltd.",,"629/1 Moo 10, Nawamintr Rd., Klongkoom, Buengkoom, Bangkok 10230, Thailand",,Food & Beverage,02 7979000,,http://www.tescolotus.com/,
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Headquarter),"53 Moo 2, Charansanitwong Rd., Bangkruai, Nonthaburi 11130 Thailand",,Electricity,02 4360000,02 4366992,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Chachoengsao Site),"4 Moo 6, Thakham, Bangpakong, Chachoengsao 24130",,Electricity,038 573420,038 573420#2743,www.egat.co.th,EGAT Group
Electricity Generating Authority of Thailand,(Chachoengsao Site),"4 Moo 6, Thakham, Bangpakong, Chachoengsao 24130",,Electricity,038 573420,038 573420#2743,www.egat.co.th,EGAT Group
"Electricity Generating Public Co., Ltd.",(Head Office),"222 EGCO Tower, 14th, 15th Fl., Moo 5, Vibhavadi Rangsit Rd., Tungsonghong, Laksi, Bangkok 10210 Thailand",,Electricity,"02 9985000, 02 9985999",,http://www.egco.com/,EGCO Group
"Electricity Generating Public Co., Ltd.",(Head Office),"222 EGCO Tower, 14th, 15th Fl., Moo 5, Vibhavadi Rangsit Rd., Tungsonghong, Laksi, Bangkok 10210 Thailand",,Electricity,"02 9985000, 02 9985999",,http://www.egco.com/,EGCO Group
"Electricity Generating Public Co., Ltd.",(Head Office),"222 EGCO Tower, 14th, 15th Fl., Moo 5, Vibhavadi Rangsit Rd., Tungsonghong, Laksi, Bangkok 10210 Thailand",,Electricity,"02 9985000, 02 9985999",,http://www.egco.com/,EGCO Group
"Electrolux Thailand Co., Ltd.",(Head Office),"1910 Electrolux Building, 14th Fl., Phetchaburi Tat Mai Rd., Bangkapi, Huaykwang, Bangkok 10320",,Electronic,"02 7259000, 02 7259100",,http://www.electrolux.co.th/Global-pages/Footer-Menu/1/Contact-us/,
Environmental Engineering Association of Thailand,,"122/4 Soi Rewadi, Rama VI Rd., Samsen Nai, Phayathai, Bangkok 10400",,Government,02 6171530-1,,http://www.eeat.or.th/,
Environmental Engineering Association of Thailand,,"122/4 Soi Rewadi, Rama VI Rd., Samsen Nai, Phayathai, Bangkok 10400",,Government,02 6171530-1,,http://www.eeat.or.th/,
Environmental Engineering Association of Thailand,,"122/4 Soi Rewadi, Rama VI Rd., Samsen Nai, Phayathai, Bangkok 10400",,Government,02 6171530-1,,http://www.eeat.or.th/,
"Esso (Thailand) Public Co., Ltd.",,,,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 408000,,www.exxonmobil.com,
"Esso (Thailand) Public Co., Ltd.",,,,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 408000,,www.exxonmobil.com,
"Esso (Thailand) Public Co., Ltd.",,,,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 408000,,www.exxonmobil.com,
Esso Sriracha Refinery (Thailand) ,,,,"Chemical, Petrochemical, Petroleum, Oil & Gas",,,,
Esso Thailand,,,,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 493900,,,
"ETA (Thailand) Co., Ltd.",,"439 Moo 17 Bangplee Industrial Estate, Bangna-Trad Rd., T.Bangsaothong, A.Bangsaothong, Samutprakarn 10540 | Thailand",,Microelectronics,02 3153161-73,02 3153160,,
"ETA (Thailand) Co., Ltd.",,"439 Moo 17 Bangplee Industrial Estate, Bangna-Trad Rd., T.Bangsaothong, A.Bangsaothong, Samutprakarn 10540 | Thailand",,Micro Electronic,02 3153161-73,02 3153160,,
"ETA (Thailand) Co., Ltd.",,"439 Moo 17 Bangplee Industrial Estate, Bangna-Trad Rd., T.Bangsaothong, A.Bangsaothong, Samutprakarn 10540 | Thailand",,Microelectronics,02 3153161-73,,,
"ETA (Thailand) Co., Ltd.",,"439 Moo 17 Bangplee Industrial Estate, Bangna-Trad Rd., T.Bangsaothong, A.Bangsaothong, Samutprakarn 10540 | Thailand",,Microelectronics,02 3153161-73,,,
